surface,molecule,functional,mode,E_ads,E_ads_ML,delta,provenance,complex_directory
Cu111,CO2,pbe_d3,relaxed,—,n/a,—,No previously published energy; current audit: Output missing/incomplete. CO2_Cu111_top: Missing or non-finite component energy; complex: missing; slab: converged; molecule: electronic_unconverged,
Cu111,CO2,pbe_d3,SPE,queued,n/a,—,,
Cu111,CO2,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Output missing/incomplete. CO2_Cu111_top: Missing or non-finite component energy; complex: missing; slab: converged; molecule: converged,
Cu111,CO2,r2scan,SPE,+0.168,n/a,-0.531,Previously published single-point result,
Cu111,CO2,beef_vdw,relaxed,—,n/a,—,No previously published energy; current audit: Output missing/incomplete. CO2_Cu111_top: Missing or non-finite component energy; complex: missing; slab: converged; molecule: converged,
Cu111,CO2,beef_vdw,SPE,-0.168,n/a,-0.195,Previously published single-point result,
Cu111,DME,pbe,relaxed,-3.06,-0.22,+2.84,Previously published energy retained; current audit: Not converged. CH3OCH3_Cu111: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Cu111,DME,pbe,SPE,-4.711,-0.22,+4.494,Previously published single-point result,
Cu111,DME,pbe_d3,relaxed,—,-0.22,—,No previously published energy; current audit: Not converged. CH3OCH3_Cu111: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Cu111,DME,pbe_d3,SPE,refs missing,-0.22,—,,
Cu111,DME,r2scan,relaxed,—,-0.22,—,No previously published energy; current audit: Not converged. CH3OCH3_Cu111: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Cu111,DME,r2scan,SPE,-0.134,-0.22,-0.083,Previously published single-point result,
Cu111,DME,beef_vdw,relaxed,-82.099,-0.22,+81.882,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3OCH3_Cu111,
Cu111,DME,beef_vdw,SPE,-0.390,-0.22,+0.174,Previously published single-point result,
Cu111,H2O,pbe,relaxed,1.547,n/a,-2.022,Screened Perlmutter result: H2O_Cu111,
Cu111,H2O,pbe,SPE,-0.062,n/a,-0.414,Previously published single-point result,
Cu111,H2O,pbe_d3,relaxed,1.162,n/a,-1.637,Screened Perlmutter result: H2O_Cu111,
Cu111,H2O,pbe_d3,SPE,-0.179,n/a,-0.296,Previously published single-point result,
Cu111,H2O,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not converged. H2O_Cu111: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Cu111,H2O,r2scan,SPE,+0.094,n/a,-0.569,Previously published single-point result,
Cu111,H2O,beef_vdw,relaxed,-81.838,n/a,+81.362,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. H2O_Cu111,
Cu111,H2O,beef_vdw,SPE,-0.111,n/a,-0.364,Previously published single-point result,
Cu111,H2S,pbe,relaxed,1.366,n/a,-1.750,Screened Perlmutter result: H2S_Cu111,
Cu111,H2S,pbe,SPE,queued,n/a,—,,
Cu111,H2S,pbe_d3,relaxed,0.831,n/a,-1.214,Screened Perlmutter result: H2S_Cu111,
Cu111,H2S,pbe_d3,SPE,queued,n/a,—,,
Cu111,H2S,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not converged. H2S_Cu111: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Cu111,H2S,r2scan,SPE,queued,n/a,—,,
Cu111,H2S,beef_vdw,relaxed,-82.013,n/a,+81.629,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. H2S_Cu111,
Cu111,H2S,beef_vdw,SPE,queued,n/a,—,,
Cu111,N2,pbe,relaxed,1.604,n/a,-1.684,Screened Perlmutter result: N2_Cu111,
Cu111,N2,pbe,SPE,queued,n/a,—,,
Cu111,N2,pbe_d3,relaxed,1.482,n/a,-1.562,Screened Perlmutter result: N2_Cu111,
Cu111,N2,pbe_d3,SPE,queued,n/a,—,,
Cu111,N2,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not converged. N2_Cu111: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Cu111,N2,r2scan,SPE,queued,n/a,—,,
Cu111,N2,beef_vdw,relaxed,-81.789,n/a,+81.709,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. N2_Cu111,
Cu111,N2,beef_vdw,SPE,queued,n/a,—,,
Cu111,NH3,pbe,relaxed,1.104,n/a,-1.883,Screened Perlmutter result: NH3_Cu111,
Cu111,NH3,pbe,SPE,queued,n/a,—,,
Cu111,NH3,pbe_d3,relaxed,0.704,n/a,-1.483,Screened Perlmutter result: NH3_Cu111,
Cu111,NH3,pbe_d3,SPE,queued,n/a,—,,
Cu111,NH3,r2scan,relaxed,0.792,n/a,-1.571,Screened Perlmutter result: NH3_Cu111,
Cu111,NH3,r2scan,SPE,queued,n/a,—,,
Cu111,NH3,beef_vdw,relaxed,-82.271,n/a,+81.492,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. NH3_Cu111,
Cu111,NH3,beef_vdw,SPE,queued,n/a,—,,
Cu111,NO,pbe,relaxed,0.035,-1.41,-1.448,Screened Perlmutter result: NO_Cu111,
Cu111,NO,pbe,SPE,queued,-1.41,—,,
Cu111,NO,pbe_d3,relaxed,-0.213,-1.41,-1.200,Screened Perlmutter result: NO_Cu111,
Cu111,NO,pbe_d3,SPE,queued,-1.41,—,,
Cu111,NO,r2scan,relaxed,—,-1.41,—,No previously published energy; current audit: Not converged. NO_Cu111: See component convergence statuses; complex: unfinished; slab: converged; molecule: ionic_unconverged,
Cu111,NO,r2scan,SPE,queued,-1.41,—,,
Cu111,NO,beef_vdw,relaxed,-89.776,-1.41,+88.363,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. NO_Cu111,
Cu111,NO,beef_vdw,SPE,queued,-1.41,—,,
Cu111,SO2,pbe,relaxed,1.055,n/a,-1.772,Screened Perlmutter result: SO2_Cu111,
Cu111,SO2,pbe,SPE,queued,n/a,—,,
Cu111,SO2,pbe_d3,relaxed,0.527,n/a,-1.245,Screened Perlmutter result: SO2_Cu111,
Cu111,SO2,pbe_d3,SPE,queued,n/a,—,,
Cu111,SO2,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not converged. SO2_Cu111: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Cu111,SO2,r2scan,SPE,queued,n/a,—,,
Cu111,SO2,beef_vdw,relaxed,-82.408,n/a,+81.690,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. SO2_Cu111,
Cu111,SO2,beef_vdw,SPE,queued,n/a,—,,
Cu111,acetaldehyde,pbe,relaxed,1.451,n/a,-1.901,Screened Perlmutter result: CH3CHO_Cu111,
Cu111,acetaldehyde,pbe,SPE,-0.146,n/a,-0.304,Previously published single-point result,
Cu111,acetaldehyde,pbe_d3,relaxed,1.086,n/a,-1.535,Screened Perlmutter result: CH3CHO_Cu111,
Cu111,acetaldehyde,pbe_d3,SPE,-0.351,n/a,-0.099,Previously published single-point result,
Cu111,acetaldehyde,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not converged. CH3CHO_Cu111: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Cu111,acetaldehyde,r2scan,SPE,-0.112,n/a,-0.338,Previously published single-point result,
Cu111,acetaldehyde,beef_vdw,relaxed,-82.070,n/a,+81.620,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3CHO_Cu111,
Cu111,acetaldehyde,beef_vdw,SPE,-0.311,n/a,-0.139,Previously published single-point result,
Cu111,acetic_acid,pbe,relaxed,—,n/a,—,No previously published energy; current audit: Not converged. CH3COOH_Cu111: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Cu111,acetic_acid,pbe,SPE,refs missing,n/a,—,,
Cu111,acetic_acid,pbe_d3,relaxed,—,n/a,—,No previously published energy; current audit: Not converged. CH3COOH_Cu111: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Cu111,acetic_acid,pbe_d3,SPE,-7.164,n/a,+6.573,Previously published single-point result,
Cu111,acetic_acid,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not converged. CH3COOH_Cu111: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Cu111,acetic_acid,r2scan,SPE,-0.237,n/a,-0.354,Previously published single-point result,
Cu111,acetic_acid,beef_vdw,relaxed,-82.173,n/a,+81.583,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3COOH_Cu111,
Cu111,acetic_acid,beef_vdw,SPE,-0.417,n/a,-0.173,Previously published single-point result,
Cu111,ethane,pbe,relaxed,1.593,n/a,-1.880,Screened Perlmutter result: C2H6_Cu111,
Cu111,ethane,pbe,SPE,-0.014,n/a,-0.273,Previously published single-point result,
Cu111,ethane,pbe_d3,relaxed,1.149,n/a,-1.436,Screened Perlmutter result: C2H6_Cu111,
Cu111,ethane,pbe_d3,SPE,-0.236,n/a,-0.052,Previously published single-point result,
Cu111,ethane,r2scan,relaxed,1.362,n/a,-1.649,Screened Perlmutter result: C2H6_Cu111,
Cu111,ethane,r2scan,SPE,+0.138,n/a,-0.426,Previously published single-point result,
Cu111,ethane,beef_vdw,relaxed,-81.955,n/a,+81.668,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. C2H6_Cu111,
Cu111,ethane,beef_vdw,SPE,-0.226,n/a,-0.062,Previously published single-point result,
Cu111,ethanol,pbe,relaxed,1.493,n/a,-1.873,Screened Perlmutter result: CH3CH2OH_Cu111,
Cu111,ethanol,pbe,SPE,-0.109,n/a,-0.272,Previously published single-point result,
Cu111,ethanol,pbe_d3,relaxed,0.928,n/a,-1.308,Screened Perlmutter result: CH3CH2OH_Cu111,
Cu111,ethanol,pbe_d3,SPE,-0.361,n/a,-0.019,Previously published single-point result,
Cu111,ethanol,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not converged. CH3CH2OH_Cu111: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Cu111,ethanol,r2scan,SPE,-0.023,n/a,-0.357,Previously published single-point result,
Cu111,ethanol,beef_vdw,relaxed,-82.097,n/a,+81.716,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3CH2OH_Cu111,
Cu111,ethanol,beef_vdw,SPE,-0.362,n/a,-0.019,Previously published single-point result,
Cu111,ethene,pbe,relaxed,1.569,n/a,-1.754,Screened Perlmutter result: C2H4_Cu111,
Cu111,ethene,pbe,SPE,-0.034,n/a,-0.151,Previously published single-point result,
Cu111,ethene,pbe_d3,relaxed,0.785,n/a,-0.971,Screened Perlmutter result: C2H4_Cu111,
Cu111,ethene,pbe_d3,SPE,-0.238,n/a,+0.053,Previously published single-point result,
Cu111,ethene,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not converged. C2H4_Cu111: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Cu111,ethene,r2scan,SPE,+0.105,n/a,-0.291,Previously published single-point result,
Cu111,ethene,beef_vdw,relaxed,-81.975,n/a,+81.790,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. C2H4_Cu111,
Cu111,ethene,beef_vdw,SPE,-0.231,n/a,+0.046,Previously published single-point result,
Cu111,formaldehyde,pbe,relaxed,1.524,n/a,-1.789,Screened Perlmutter result: H2CO_Cu111,
Cu111,formaldehyde,pbe,SPE,queued,n/a,—,,
Cu111,formaldehyde,pbe_d3,relaxed,1.164,n/a,-1.430,Screened Perlmutter result: H2CO_Cu111,
Cu111,formaldehyde,pbe_d3,SPE,queued,n/a,—,,
Cu111,formaldehyde,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not converged. H2CO_Cu111: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Cu111,formaldehyde,r2scan,SPE,queued,n/a,—,,
Cu111,formaldehyde,beef_vdw,relaxed,-81.985,n/a,+81.719,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. H2CO_Cu111,
Cu111,formaldehyde,beef_vdw,SPE,queued,n/a,—,,
Cu111,formic_acid,pbe,relaxed,—,n/a,—,No previously published energy; current audit: Output missing/incomplete. HCOOH_Cu111_top: Missing or non-finite component energy; complex: missing; slab: converged; molecule: converged,
Cu111,formic_acid,pbe,SPE,-0.119,n/a,-0.265,Previously published single-point result,
Cu111,formic_acid,pbe_d3,relaxed,—,n/a,—,No previously published energy; current audit: Output missing/incomplete. HCOOH_Cu111_top: Missing or non-finite component energy; complex: missing; slab: converged; molecule: converged,
Cu111,formic_acid,pbe_d3,SPE,-0.313,n/a,-0.071,Previously published single-point result,
Cu111,formic_acid,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Output missing/incomplete. HCOOH_Cu111_top: Missing or non-finite component energy; complex: missing; slab: converged; molecule: converged,
Cu111,formic_acid,r2scan,SPE,+0.011,n/a,-0.396,Previously published single-point result,
Cu111,formic_acid,beef_vdw,relaxed,—,n/a,—,No previously published energy; current audit: Output missing/incomplete. HCOOH_Cu111_top: Missing or non-finite component energy; complex: missing; slab: converged; molecule: converged,
Cu111,formic_acid,beef_vdw,SPE,-0.292,n/a,-0.093,Previously published single-point result,
Cu111,isopropanol,pbe,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,isopropanol,pbe,SPE,-0.134,n/a,-0.296,Previously published single-point result,
Cu111,isopropanol,pbe_d3,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,isopropanol,pbe_d3,SPE,-0.519,n/a,+0.089,Previously published single-point result,
Cu111,isopropanol,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,isopropanol,r2scan,SPE,-0.087,n/a,-0.342,Previously published single-point result,
Cu111,isopropanol,beef_vdw,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,isopropanol,beef_vdw,SPE,-0.482,n/a,+0.052,Previously published single-point result,
Cu111,methane,pbe,relaxed,1.603,n/a,-2.015,Screened Perlmutter result: CH4_Cu111,
Cu111,methane,pbe,SPE,+1.612,n/a,—,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Cu111/singlepoint/PBE
Cu111,methane,pbe_d3,relaxed,1.294,n/a,-1.705,Screened Perlmutter result: CH4_Cu111,
Cu111,methane,pbe_d3,SPE,+1.459,n/a,—,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Cu111/singlepoint/PBE_D3
Cu111,methane,r2scan,relaxed,1.390,n/a,-1.802,Screened Perlmutter result: CH4_Cu111,
Cu111,methane,r2scan,SPE,running,n/a,—,,
Cu111,methane,beef_vdw,relaxed,-81.860,n/a,+81.449,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH4_Cu111,
Cu111,methane,beef_vdw,SPE,-81.792,n/a,—,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Cu111/singlepoint/beef_vdw
Cu111,methanol,pbe,relaxed,—,n/a,—,No previously published energy; current audit: Output missing/incomplete. CH3OH_Cu111_top: Missing or non-finite component energy; complex: missing; slab: converged; molecule: converged,
Cu111,methanol,pbe,SPE,-0.158,n/a,-0.201,Previously published single-point result,
Cu111,methanol,pbe_d3,relaxed,—,n/a,—,No previously published energy; current audit: Output missing/incomplete. CH3OH_Cu111_top: Missing or non-finite component energy; complex: missing; slab: converged; molecule: converged,
Cu111,methanol,pbe_d3,SPE,-0.364,n/a,+0.006,Previously published single-point result,
Cu111,methanol,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Output missing/incomplete. CH3OH_Cu111_top: Missing or non-finite component energy; complex: missing; slab: converged; molecule: converged,
Cu111,methanol,r2scan,SPE,-0.093,n/a,-0.265,Previously published single-point result,
Cu111,methanol,beef_vdw,relaxed,—,n/a,—,No previously published energy; current audit: Output missing/incomplete. CH3OH_Cu111_top: Missing or non-finite component energy; complex: missing; slab: converged; molecule: converged,
Cu111,methanol,beef_vdw,SPE,-0.338,n/a,-0.020,Previously published single-point result,
Cu111,propane,pbe,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propane,pbe,SPE,-0.019,n/a,-0.289,Previously published single-point result,
Cu111,propane,pbe_d3,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propane,pbe_d3,SPE,-0.338,n/a,+0.030,Previously published single-point result,
Cu111,propane,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propane,r2scan,SPE,+0.124,n/a,-0.432,Previously published single-point result,
Cu111,propane,beef_vdw,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propane,beef_vdw,SPE,-0.326,n/a,+0.018,Previously published single-point result,
Cu111,propanol,pbe,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propanol,pbe,SPE,-0.169,n/a,-0.269,Previously published single-point result,
Cu111,propanol,pbe_d3,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propanol,pbe_d3,SPE,-0.585,n/a,+0.147,Previously published single-point result,
Cu111,propanol,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propanol,r2scan,SPE,-0.135,n/a,-0.303,Previously published single-point result,
Cu111,propanol,beef_vdw,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propanol,beef_vdw,SPE,-0.516,n/a,+0.078,Previously published single-point result,
Cu111,propene,pbe,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propene,pbe,SPE,-0.044,n/a,-0.162,Previously published single-point result,
Cu111,propene,pbe_d3,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propene,pbe_d3,SPE,-0.298,n/a,+0.091,Previously published single-point result,
Cu111,propene,r2scan,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propene,r2scan,SPE,+0.100,n/a,-0.306,Previously published single-point result,
Cu111,propene,beef_vdw,relaxed,—,n/a,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Cu111,propene,beef_vdw,SPE,-0.306,n/a,+0.099,Previously published single-point result,
Ir100,CH3,pbe,relaxed,-2.181,-2.89,-0.708,Screened Perlmutter result: CH3_Ir100,
Ir100,CH3,pbe,SPE,-2.080,-2.89,-0.810,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir100/singlepoint/PBE
Ir100,CH3,pbe_d3,relaxed,-2.456,-2.89,-0.433,Screened Perlmutter result: CH3_Ir100,
Ir100,CH3,pbe_d3,SPE,-2.365,-2.89,-0.525,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir100/singlepoint/PBE_D3
Ir100,CH3,r2scan,relaxed,-2.144,-2.89,-0.745,Screened Perlmutter result: CH3_Ir100,
Ir100,CH3,r2scan,SPE,-2.101,-2.89,-0.789,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir100/singlepoint/r2scan
Ir100,CH3,beef_vdw,relaxed,-2.260,-2.89,-0.629,Screened Perlmutter result: CH3_Ir100,
Ir100,CH3,beef_vdw,SPE,-2.101,-2.89,-0.789,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir100/singlepoint/beef_vdw
Ir100,CO,pbe,relaxed,-2.232,-2.70,-0.472,Screened Perlmutter result: CO_Ir100,
Ir100,CO,pbe,SPE,-2.157,-2.70,-0.543,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO/singlepoint/PBE
Ir100,CO,pbe_d3,relaxed,-2.488,-2.70,-0.216,Screened Perlmutter result: CO_Ir100,
Ir100,CO,pbe_d3,SPE,-2.394,-2.70,-0.306,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO/singlepoint/PBE_D3
Ir100,CO,r2scan,relaxed,-2.342,-2.70,-0.362,Screened Perlmutter result: CO_Ir100,
Ir100,CO,r2scan,SPE,queued,-2.70,—,,
Ir100,CO,beef_vdw,relaxed,-2.131,-2.70,-0.573,Screened Perlmutter result: CO_Ir100,
Ir100,CO,beef_vdw,SPE,-2.002,-2.70,-0.698,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO/singlepoint/beef_vdw
Ir100,CO2,pbe,relaxed,-0.024,-0.37,-0.350,Screened Perlmutter result: CO2_Ir100,
Ir100,CO2,pbe,SPE,+0.036,-0.37,-0.406,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO2/singlepoint/PBE
Ir100,CO2,pbe_d3,relaxed,—,-0.37,—,No previously published energy; current audit: Not converged. CO2_Ir100: See component convergence statuses; complex: converged; slab: converged; molecule: electronic_unconverged,
Ir100,CO2,pbe_d3,SPE,queued,-0.37,—,,
Ir100,CO2,r2scan,relaxed,-0.105,-0.37,-0.269,Screened Perlmutter result: CO2_Ir100,
Ir100,CO2,r2scan,SPE,queued,-0.37,—,,
Ir100,CO2,beef_vdw,relaxed,-0.267,-0.37,-0.107,Screened Perlmutter result: CO2_Ir100,
Ir100,CO2,beef_vdw,SPE,-0.171,-0.37,-0.199,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO2/singlepoint/beef_vdw
Ir100,DME,pbe,relaxed,-4.96,-0.48,+4.48,Previously published energy retained; current audit: Not converged. CH3OCH3_Ir100: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Ir100,DME,pbe,SPE,refs missing,-0.48,—,,
Ir100,DME,pbe_d3,relaxed,—,-0.48,—,No previously published energy; current audit: Not converged. CH3OCH3_Ir100: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Ir100,DME,pbe_d3,SPE,refs missing,-0.48,—,,
Ir100,DME,r2scan,relaxed,-0.693,-0.48,+0.210,Screened Perlmutter result: CH3OCH3_Ir100,
Ir100,DME,r2scan,SPE,-0.629,-0.48,+0.149,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir100/singlepoint/r2scan
Ir100,DME,beef_vdw,relaxed,-0.736,-0.48,+0.253,Screened Perlmutter result: CH3OCH3_Ir100,
Ir100,DME,beef_vdw,SPE,+0.377,-0.48,-0.857,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_DME/singlepoint/beef_vdw
Ir100,H2O,pbe,relaxed,-0.488,-0.86,-0.371,Screened Perlmutter result: H2O_Ir100,
Ir100,H2O,pbe,SPE,-0.414,-0.86,-0.446,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir100_H2O/singlepoint/PBE
Ir100,H2O,pbe_d3,relaxed,-0.706,-0.86,-0.153,Screened Perlmutter result: H2O_Ir100,
Ir100,H2O,pbe_d3,SPE,-0.620,-0.86,-0.240,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir100_H2O/singlepoint/PBE_D3
Ir100,H2O,r2scan,relaxed,-0.665,-0.86,-0.193,Screened Perlmutter result: H2O_Ir100,
Ir100,H2O,r2scan,SPE,queued,-0.86,—,,
Ir100,H2O,beef_vdw,relaxed,-0.542,-0.86,-0.316,Screened Perlmutter result: H2O_Ir100,
Ir100,H2O,beef_vdw,SPE,-0.379,-0.86,-0.481,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir100_H2O/singlepoint/beef_vdw
Ir100,H2S,pbe,relaxed,-2.603,-2.86,-0.260,Screened Perlmutter result: H2S_Ir100,
Ir100,H2S,pbe,SPE,queued,-2.86,—,,
Ir100,H2S,pbe_d3,relaxed,-3.086,-2.86,+0.222,Screened Perlmutter result: H2S_Ir100,
Ir100,H2S,pbe_d3,SPE,queued,-2.86,—,,
Ir100,H2S,r2scan,relaxed,-2.944,-2.86,+0.081,Screened Perlmutter result: H2S_Ir100,
Ir100,H2S,r2scan,SPE,queued,-2.86,—,,
Ir100,H2S,beef_vdw,relaxed,-2.591,-2.86,-0.273,Screened Perlmutter result: H2S_Ir100,
Ir100,H2S,beef_vdw,SPE,queued,-2.86,—,,
Ir100,N2,pbe,relaxed,-0.810,-0.79,+0.017,Screened Perlmutter result: N2_Ir100,
Ir100,N2,pbe,SPE,queued,-0.79,—,,
Ir100,N2,pbe_d3,relaxed,-1.057,-0.79,+0.264,Screened Perlmutter result: N2_Ir100,
Ir100,N2,pbe_d3,SPE,queued,-0.79,—,,
Ir100,N2,r2scan,relaxed,-0.913,-0.79,+0.120,Screened Perlmutter result: N2_Ir100,
Ir100,N2,r2scan,SPE,queued,-0.79,—,,
Ir100,N2,beef_vdw,relaxed,-0.805,-0.79,+0.012,Screened Perlmutter result: N2_Ir100,
Ir100,N2,beef_vdw,SPE,queued,-0.79,—,,
Ir100,NH3,pbe,relaxed,-1.290,-1.70,-0.407,Screened Perlmutter result: NH3_Ir100,
Ir100,NH3,pbe,SPE,queued,-1.70,—,,
Ir100,NH3,pbe_d3,relaxed,-1.585,-1.70,-0.113,Screened Perlmutter result: NH3_Ir100,
Ir100,NH3,pbe_d3,SPE,queued,-1.70,—,,
Ir100,NH3,r2scan,relaxed,-1.468,-1.70,-0.230,Screened Perlmutter result: NH3_Ir100,
Ir100,NH3,r2scan,SPE,queued,-1.70,—,,
Ir100,NH3,beef_vdw,relaxed,-1.332,-1.70,-0.365,Screened Perlmutter result: NH3_Ir100,
Ir100,NH3,beef_vdw,SPE,queued,-1.70,—,,
Ir100,NO,pbe,relaxed,-3.067,-2.83,+0.236,Screened Perlmutter result: NO_Ir100,
Ir100,NO,pbe,SPE,queued,-2.83,—,,
Ir100,NO,pbe_d3,relaxed,-3.309,-2.83,+0.478,Screened Perlmutter result: NO_Ir100,
Ir100,NO,pbe_d3,SPE,queued,-2.83,—,,
Ir100,NO,r2scan,relaxed,—,-2.83,—,No previously published energy; current audit: Not converged. NO_Ir100: slab: ZBRENT: fatal error in bracketing; complex: converged; slab: unfinished; molecule: ionic_unconverged,
Ir100,NO,r2scan,SPE,queued,-2.83,—,,
